Bandwidth,ZeroCrossingRate,SilenceRatio,RMS,Energy,EnergyDistribution,SpectralCentroid,SpectralBandwidth,SpectralContrast,SpectralFlatness,isMusic
10670.65,0.169521542,0.004801965,0.033373725,0.00134257,0.920899425,2790.092848,2312.454487,23.33527523,0.012502768,1
10745.99903,0.200963077,0.00693141,0.035489753,0.001614486,0.887636078,3050.642442,2339.131997,22.87217106,0.046750564,1
10605.6,0.204055933,0.002604686,0.008039122,0.000120969,0.861017899,3373.13816,2681.109951,23.75863456,0.031971924,1
10494.63333,0.166598639,0.001086924,0.007597055,9.13E-05,0.917491992,2973.812718,2649.65513,24.0611106,0.01670416,1
10613.71667,0.182996977,0.002417234,0.008138606,0.000118814,0.898554709,3094.60469,2587.858531,23.6957064,0.026437294,1
10473.78333,0.16866969,0.001166289,0.006190551,6.26E-05,0.922892752,3018.529837,2673.75704,24.23157482,0.015298361,1
10602.83334,0.151177627,0.002073318,0.007738576,0.000107298,0.900581441,2752.759111,2529.211185,23.1958306,0.015694648,1
10549,0.199807256,0.000656085,0.008455104,0.000121922,0.896781023,3289.347434,2664.755077,24.42663247,0.024513936,1
10315.25,0.165114135,0.003598639,0.003793745,2.15E-05,0.972593189,3282.56438,2814.430772,24.06813225,0.02568761,1
10290.1,0.171854875,0.002137566,0.005123193,4.24E-05,0.939565465,3172.44939,2690.078399,25.11283654,0.017075641,1
10473.35,0.163839002,0.002631141,0.004921448,3.38E-05,0.939003924,3096.698453,2681.869383,24.66116436,0.0165402,1
10209.5,0.149138322,0.003027211,0.00445489,3.21E-05,0.975431294,3125.316996,2768.160843,24.03989437,0.020240795,1
10312.03334,0.17071353,0.002544218,0.004411464,3.29E-05,0.901462938,3373.315691,2821.21669,24.583377,0.019720774,1
10482.38334,0.180658352,0.004040816,0.004779841,3.08E-05,0.941131424,3276.595871,2737.369134,24.86634088,0.017844003,1
10218.13334,0.165345427,0.002490552,0.004760459,4.38E-05,0.982435761,3180.35361,2692.409358,23.03844057,0.036211874,1
10559.73333,0.150759637,0.003356009,0.010167173,0.000166321,0.95835942,2522.600671,2262.675472,23.4975202,0.015043256,1
10609.73333,0.151981104,0.002894936,0.013586948,0.000282064,0.934563145,2533.3108,2293.011259,23.96782807,0.011733399,1
10540.3,0.16337037,0.003929705,0.011668185,0.000230195,0.952936977,2753.158165,2405.413398,23.54089146,0.021337692,1
8249.216667,0.184537415,0.004296296,0.007987639,9.27E-05,0.961457074,2486.335483,1772.74229,25.96406591,0.016294228,1
10266.51667,0.186561602,0.008975813,0.012126423,0.000254611,0.940723375,2560.588071,1746.036921,27.24093023,0.003309477,1
10408.28333,0.210439909,0.009803477,0.010579445,0.000159342,0.948407048,2626.670726,1737.487077,26.31698978,0.003069344,1
8326.116664,0.169981104,0.00705291,0.010062685,0.000133259,0.962613325,2363.323507,1654.65582,26.06030854,0.002770254,1
8235.350003,0.14347619,0.005134543,0.009112078,0.000131619,0.974139145,2174.740926,1647.368677,25.56035071,0.00525985,1
10310.63334,0.197148148,0.005874528,0.009956406,0.000175784,0.949387842,2686.166729,1840.41459,26.83217138,0.004542458,1
9443.96667,0.16422449,0.008014361,0.010728817,0.000165432,0.969278182,2347.163799,1669.439155,25.93633545,0.004507239,1
10278.68333,0.160201058,0.003687831,0.016521122,0.000393501,0.964481667,2128.571216,1533.925479,24.8166295,0.013102165,1
10479.3,0.150469388,0.011243386,0.018484557,0.00050037,0.944712604,2043.232257,1547.42747,25.25772464,0.001435378,1
10207.11667,0.182786092,0.007201814,0.01781325,0.000472234,0.952398566,2411.674953,1721.387341,25.28452033,0.008449411,1
4403.183333,0.071416478,0.004791383,0.00328289,1.37E-05,0.999770819,1229.697013,1591.634912,24.85663431,0.007171361,1
6894.116667,0.056642479,0.004482993,0.006816665,8.83E-05,0.999538473,1080.158971,1360.997218,26.16012354,0.000304408,1
5440.933334,0.068046863,0.001383976,0.006873311,7.51E-05,0.999400933,1098.660059,1259.03214,25.77759518,0.000293729,1
5122.083332,0.056099773,0.003278156,0.005757139,6.98E-05,0.999665114,1094.082549,1461.720485,25.90556494,0.000367617,1
5744.716669,0.064195011,0.004220711,0.007098667,7.63E-05,0.999583342,1082.869166,1250.233871,26.07178842,0.000240141,1
9614.433333,0.099786092,0.002021164,0.011291716,0.000196928,0.984388574,1533.652655,1335.760308,25.09052327,0.004850046,1
10037.13333,0.095256236,0.001187453,0.010984647,0.000184522,0.986142926,1459.493627,1294.862814,25.04386357,0.000994325,1
10036.56667,0.0931935,0.001896447,0.010377053,0.000158308,0.98746003,1439.184477,1281.254525,25.18600293,0.000919868,1
9613.266664,0.08501285,0.000808768,0.008143391,0.000108409,0.99069543,1317.11343,1196.986676,25.27430843,0.000527092,1
9613.100004,0.089830688,0.000328042,0.008810593,0.000132752,0.987731806,1455.064947,1370.856652,25.28890908,0.000970339,1
10354.85,0.095849584,0.002733938,0.009732354,0.000161043,0.98981384,1450.863697,1282.867551,24.89322114,0.000895705,1
9615.433337,0.09554195,0.005815571,0.008039421,0.000105493,0.985741254,1522.116286,1454.218266,25.48425567,0.001062224,1
3518.883333,0.069196523,0.005066515,0.001475591,3.11E-06,0.999716729,1230.39556,1583.6501,22.42773082,0.07160407,1
4863,0.065588057,0.003632653,0.001904038,5.25E-06,0.9991427,1262.052586,1663.727122,23.48198163,0.000966703,1
4739.7,0.071650794,0.003383976,0.002034527,5.41E-06,0.999520778,1260.567619,1572.593476,23.446132,0.000838409,1
4053.249999,0.06979743,0.011420257,0.001639296,4.09E-06,0.998952597,1294.822604,1725.499895,23.08518035,0.001232923,1
3734.900001,0.071058957,0.004148148,0.001654471,3.56E-06,0.999632848,1293.599718,1676.140644,23.13548278,0.001188075,1
10379.16667,0.115256236,0.002416478,0.010041876,0.000167849,0.97405459,1688.660766,1450.04436,23.52758156,0.039657358,1
10069.55,0.106417234,0.003174603,0.009579699,0.000139925,0.981107589,1635.180387,1455.861036,23.96707297,0.002072802,1
10223.7,0.115184429,0.002512472,0.010741287,0.000174036,0.973993919,1713.935369,1470.622047,23.82339933,0.002484974,1
10225.11666,0.109019652,0.002062736,0.00987277,0.000167252,0.975159811,1647.049118,1450.558516,23.84919218,0.002035166,1
9811.31667,0.114057445,0.001628874,0.007371516,7.38E-05,0.985186992,1605.454037,1413.705955,23.6825274,0.001775574,1
10276.63334,0.125681028,0.000996221,0.009842227,0.000135455,0.967651509,1760.436876,1482.067496,23.91348916,0.002826449,1
9975.200004,0.110419501,0.001278156,0.008274612,0.0001179,0.976545583,1551.643399,1377.747225,23.4528637,0.001893179,1
10087.88334,0.105250189,0.002598639,0.007849696,0.000114917,0.980828247,1704.347216,1667.350668,23.30538166,0.003400519,1
10370.43333,0.092891156,0.002708995,0.01938923,0.000460089,0.9963076,1299.390346,1199.378069,24.88789376,0.000846267,1
10370.43333,0.09020257,0.005686319,0.024153208,0.000706584,0.999752198,1237.750496,1092.848656,25.59018041,0.000241389,1
10370.45,0.093097506,0.015023432,0.027466813,0.000860794,0.999539507,1243.720577,1053.77449,25.53424975,0.000202953,1
10370.45,0.087413454,0.003368103,0.023659397,0.000695792,0.999437656,1243.200678,1106.652949,25.29384873,0.000271858,1
9204.916667,0.091751323,0.00171353,0.003051454,1.36E-05,0.995427036,1513.344297,1554.704267,22.53736206,0.038924962,1
7976.75,0.09049811,0.003402116,0.003512932,2.12E-05,0.99258813,1682.049682,1730.974659,22.55068092,0.005087026,1
7550.3,0.099049887,0.003640212,0.004129339,2.40E-05,0.994064009,1569.478651,1480.011603,22.4347861,0.001393898,1
7743.916665,0.094966742,0.006399093,0.004419729,2.92E-05,0.995216753,1542.966123,1508.334801,23.01086282,0.001759058,1
9382.950004,0.097019652,0.003350718,0.005194341,3.99E-05,0.99336301,1641.003107,1584.792093,23.27423914,0.003730313,1
7165.237319,0.116470535,0.001109633,0.002458633,1.49E-05,0.989324044,2012.829429,2010.411038,21.47489714,0.02670758,1
10220.85,0.10387226,0.001925926,0.004269572,3.07E-05,0.980952135,1683.186938,1594.022827,22.56024964,0.039133154,1
8806.633334,0.109529101,0.000425548,0.004796751,3.09E-05,0.984895404,1690.365085,1554.183459,23.40341287,0.003262145,1
9209.833333,0.093328798,0.000796674,0.003590889,1.83E-05,0.995363307,1518.832445,1543.203184,22.43967984,0.038081728,1
9206.983334,0.107266062,0.000758125,0.004809019,4.00E-05,0.98531213,1731.447199,1665.578423,22.74010978,0.007837701,1
9603.783334,0.110717309,0.001822373,0.006985146,7.06E-05,0.982188175,1690.615126,1562.281932,23.37767039,0.003067277,1
9979.816664,0.109363568,0.000381708,0.00575381,5.42E-05,0.985068578,1680.764309,1561.493527,22.7032494,0.00496386,1
9389.133337,0.115441421,0.000876795,0.006292656,5.95E-05,0.98541508,1820.934235,1657.613194,23.25611894,0.010302682,1
10002.31667,0.129482993,0.000597884,0.009285061,0.00016243,0.949782219,2091.380791,1892.538741,24.48453948,0.006625499,1
9999.816667,0.116969766,0.001768707,0.008231876,0.000135292,0.955434781,2066.272835,1950.235716,24.23120043,0.008159895,1
10296.18333,0.138769463,0.004055933,0.016282586,0.000444301,0.944449108,2175.791788,1884.618457,24.81156774,0.006871511,1
10194.83333,0.139646259,0.000690854,0.013004871,0.000296247,0.944684555,2198.017453,1890.457435,24.1499781,0.010174128,1
10213.18832,0.138331805,0.000624729,0.012203307,0.00029372,0.947766462,2264.754261,1846.758656,23.71863012,0.11027195,1
10248.25,0.201575964,0.002783825,0.020074539,0.000556686,0.919734555,2733.335663,1962.826116,24.98674858,0.018009888,1
10368.55,0.22403099,0.003879819,0.018933427,0.000589309,0.901478347,2989.856073,2084.584438,25.57160814,0.02146617,1
10412.58333,0.218188209,0.003258503,0.023777029,0.000853205,0.923909298,2823.964074,1996.04209,26.54034636,0.007095563,1
10418.41666,0.212941043,0.01049811,0.02921452,0.001223427,0.899856022,2844.991908,2035.781687,25.68941429,0.01119081,1
10341.78334,0.206461829,0.005774754,0.023342855,0.000763592,0.927344668,2755.694359,1960.802628,25.72037853,0.009076111,1
10350.68334,0.213623583,0.00100907,0.016756028,0.000413976,0.927573798,2829.567904,2002.976567,25.7992423,0.0177738,1
9790.366667,0.175804989,0.005973545,0.006829676,6.50E-05,0.952277143,2828.426049,2308.017549,25.05720144,0.018658657,1
10037.61667,0.177227513,0.003391534,0.010965383,0.000153951,0.94931435,2590.267463,2071.427854,26.00184677,0.008881927,1
10299,0.19833031,0.003396825,0.019340027,0.000606232,0.942148249,2729.949941,1964.505172,26.04667364,0.01612694,1
10341.66666,0.187790627,0.013170068,0.021813326,0.000591072,0.9347349,2509.094257,1858.541366,26.54962879,0.005472984,1
10413.66667,0.223069539,0.015132275,0.03203558,0.001182459,0.90602253,2849.920325,1954.543478,27.15715904,0.007650912,1
10303.01667,0.22918065,0.000824641,0.013742412,0.000308261,0.939190334,3070.43851,2069.977554,25.31931594,0.021645354,1
10382.45,0.214033258,0.005015873,0.020883368,0.000758799,0.937614331,2791.467253,1937.910103,26.07717611,0.006816267,1
10361.31667,0.21013681,0.01533031,0.029397102,0.001139934,0.89462154,2816.681091,1930.814157,26.9099932,0.007043393,1
10315.2,0.19367876,0.004991686,0.022022072,0.000682959,0.904711484,2748.063173,1972.103883,26.53854609,0.0074786,1
10249.89999,0.185997732,0.008099773,0.01424139,0.000294558,0.930559599,2760.566193,2131.534571,25.93280828,0.009672571,1
10414.24999,0.209241875,0.007535903,0.025747795,0.000977672,0.91204701,2779.907803,1929.827801,26.0981672,0.00785573,1
10244.96666,0.17573545,0.001727891,0.012140339,0.000376221,0.915893126,2804.994442,2199.45843,25.46753749,0.015590623,1
9617.916658,0.183434618,0.002260015,0.011451788,0.000174241,0.953591285,2536.671666,1974.873297,26.72444483,0.006229111,1
10337.11666,0.221562358,0.00431746,0.021748235,0.000636974,0.93638392,2787.194694,1972.341097,26.96455773,0.007301045,1
10274.36666,0.239588057,0.003755102,0.011735879,0.000292276,0.935173745,3413.677368,2313.234294,25.37915882,0.03944928,1
9506,0.180428571,0.001463341,0.010933667,0.000206535,0.915770371,2520.126049,1915.044736,24.67546923,0.01106873,1
10122.91667,0.199860922,0.004070295,0.023479685,0.000898644,0.921187095,2688.68711,1850.914702,25.04898074,0.007854265,1
9681.916667,0.211179894,0.004530612,0.015920894,0.000370137,0.892401252,2701.706851,1802.226517,25.4652323,0.007064185,1
9898.833331,0.222267574,0.003608466,0.01939773,0.00047247,0.879807823,2810.193861,1816.772784,26.24674843,0.005502114,1
10182.15,0.209442177,0.006647014,0.027606072,0.001095621,0.903716682,2813.498301,1882.781925,25.28024618,0.008318651,1
9225.61667,0.211584278,0.001152683,0.009215935,0.000155307,0.903716482,2850.384542,1939.983374,26.03511221,0.007760104,1
10310.8,0.235100529,0.006562358,0.027302895,0.001169344,0.860465407,2945.824693,1943.992882,25.1285373,0.01703665,1
9938.066667,0.094403628,0.002226757,0.005717412,5.07E-05,0.99151215,1478.046573,1420.798608,24.38394495,0.03807281,1
5686.85,0.091355253,0.004103553,0.003388071,1.59E-05,0.998502692,1463.259259,1527.77077,23.98783659,0.002330558,1
8411.833334,0.092209373,0.002600907,0.005391506,4.38E-05,0.993224739,1482.234075,1479.275515,24.2860612,0.001649254,1
8494.233333,0.088457294,0.001529101,0.004096706,2.63E-05,0.99197718,1428.355129,1463.221646,23.39843413,0.037878487,1
9945.600001,0.113191232,0.001587302,0.00811392,8.30E-05,0.98512156,1665.169848,1465.500203,24.49851733,0.001927498,1
8488.000001,0.096640967,0.003188209,0.004491752,3.10E-05,0.991662377,1504.20933,1504.857747,23.66314782,0.001461308,1
9131.45,0.086326531,0.006893424,0.006182066,5.39E-05,0.995781048,1438.478234,1447.589804,25.00989357,0.037321176,1
6726.35,0.089852608,0.004275888,0.006125798,4.93E-05,0.996344286,1472.798642,1477.159795,25.23042914,0.001371601,1
9207.100001,0.095223734,0.007767196,0.007437566,7.07E-05,0.994632877,1530.139867,1464.98922,24.60077076,0.001173308,1
9215.749998,0.093712018,0.001876039,0.006869682,6.59E-05,0.991122894,1511.826795,1486.840509,24.2316167,0.001087144,1
9411.61667,0.095230537,0.002862434,0.007211755,7.30E-05,0.988249945,1476.273704,1455.585423,24.13070125,0.000944438,1
10253.58333,0.106725624,0.001501134,0.010280754,0.000153066,0.986366453,1608.45019,1407.442321,23.80618238,0.03709525,1
10252.65,0.103347695,0.002150416,0.010460644,0.000150838,0.989738008,1611.276729,1457.351712,23.82256979,0.00107201,1
9660.016667,0.105111111,0.002328042,0.008936859,9.88E-05,0.990481611,1568.793632,1407.545037,23.91981814,0.000933266,1
10509.35,0.239972033,0.003803477,0.014749994,0.000465122,0.925864316,3457.769096,2429.017199,22.30257732,0.074308045,1
10507.98333,0.199621315,0.005243386,0.018614426,0.000515068,0.917902987,2952.36529,2221.495272,23.82002749,0.020341514,1
10481.33333,0.23274452,0.004053666,0.01629742,0.000495356,0.925516764,3330.708876,2357.363952,22.57865824,0.0656531,1
10517.9,0.207897203,0.004809524,0.017818063,0.000524403,0.918791766,3072.759071,2283.225682,23.77350177,0.025099665,1
10513.83334,0.242708239,0.003995465,0.013719315,0.000488067,0.908935887,3453.184857,2456.967077,22.83669474,0.07037039,1
10616.6,0.216084656,0.005492063,0.02981847,0.001358706,0.875309867,3100.702641,2252.378486,23.47215234,0.026915653,1
10585.08334,0.216879819,0.004457294,0.01851243,0.000638039,0.891371001,3250.439991,2383.092185,23.25911027,0.04525864,1
10467.86667,0.207198035,0.00206198,0.016399749,0.000419135,0.911858832,3070.398507,2262.929167,23.60109387,0.02402179,1
10566.26667,0.218855631,0.005533636,0.017906806,0.000728508,0.911031702,3288.600494,2434.455329,23.06748255,0.058124743,1
10333.81667,0.18679743,0.004432351,0.007019935,7.09E-05,0.96729055,2971.872006,2360.245004,23.81679731,0.02503819,1
10438.53333,0.202097506,0.001767196,0.010513111,0.000173643,0.960398411,3078.520121,2326.161567,24.6999055,0.023670329,1
10428.63333,0.210528345,0.009072562,0.0144431,0.000300061,0.960459796,3032.695795,2222.002272,25.03585298,0.015358234,1
10419.56666,0.221408163,0.001253212,0.015295799,0.000366608,0.936392985,3204.285322,2277.567634,25.01618729,0.025329292,1
10481.83334,0.215259259,0.004835223,0.013844183,0.000376277,0.920648267,3221.808171,2340.368149,25.03447333,0.01727597,1
10570.75,0.185365079,0.004221466,0.021423515,0.001077702,0.899659905,2925.335588,2362.547995,24.29408624,0.018898878,1
10449.96667,0.186932729,0.003554044,0.011786242,0.000281938,0.933210321,3112.237644,2513.692045,23.87616131,0.041639164,1
10416.83334,0.207789872,0.0068065,0.01673442,0.000398957,0.954107209,3076.055984,2276.881742,25.4716186,0.01232049,1
10480.88334,0.223304611,0.002718065,0.01786245,0.000417318,0.938405995,3188.382386,2286.188766,25.33326711,0.015964963,1
10495.13332,0.222296296,0.005338624,0.015342024,0.000355256,0.936896961,3298.337431,2383.331308,25.06143266,0.022003574,1
10499.61666,0.195052154,0.005269841,0.016390918,0.00044504,0.931024513,3033.549857,2309.631883,24.54629295,0.015755001,1
10642.34999,0.224048375,0.007383976,0.034393292,0.001795967,0.886257967,3230.963575,2309.071114,25.01479162,0.023722157,1
10558.01667,0.20597808,0.008558579,0.027595071,0.001078943,0.957689372,2858.012125,2048.851364,23.53075065,0.015815964,1
10526.35,0.189306878,0.004849584,0.019214462,0.000680774,0.944889426,2925.774548,2272.926325,23.17850821,0.020928117,1
10573.78333,0.210916856,0.010130763,0.03343156,0.00143881,0.941229904,2911.518999,2104.121099,23.85005674,0.014614007,1
10536.95,0.18288511,0.007072562,0.017695423,0.000621945,0.953128424,2951.037972,2372.436203,23.17410684,0.022455389,1
10562.03334,0.200070295,0.008428571,0.021788385,0.000886462,0.939597924,3023.570832,2331.251737,23.3239088,0.034388747,1
10354.4,0.26939607,0.006407407,0.007828401,9.82E-05,0.888629906,3608.518415,2364.837946,23.68639323,0.056536578,1
10568.21667,0.269694633,0.003992441,0.030926997,0.002147521,0.891684479,3537.272118,2253.623971,23.87566713,0.045702755,1
10584.6,0.234024943,0.003431595,0.03272748,0.002044313,0.885280826,3266.673158,2225.103263,23.7790733,0.028022036,1
10567.28333,0.252020408,0.004369615,0.023257356,0.00133659,0.857812656,3392.502289,2275.69928,23.46819369,0.045443073,1
10307.36667,0.269026455,0.009801209,0.004876402,3.98E-05,0.942970181,3804.504728,2530.463942,22.55158706,0.09040362,1
10636.81667,0.248817082,0.005947846,0.036035128,0.002991255,0.893997161,3414.861686,2303.139141,23.69130219,0.031412188,1
10606.33334,0.218572184,0.003335601,0.028070834,0.00155873,0.889950291,3125.974041,2202.006934,23.47356041,0.026742157,1
10662.33334,0.27062585,0.009048375,0.042140853,0.003070971,0.914004653,3448.486865,2178.388575,24.40000351,0.03089882,1
10621.13334,0.264554044,0.005843537,0.021796763,0.001330931,0.919297786,3531.121967,2295.137811,24.37689536,0.043146666,1
10593.45,0.259278912,0.008284203,0.031059135,0.00172324,0.889249575,3372.752709,2163.445829,23.31569996,0.03541654,1
10499.74875,0.254480791,0.002784659,0.016180625,0.000641047,0.902755332,3400.800628,2243.863001,22.24385348,0.10032512,1
10448.78333,0.241973545,0.001582011,0.011445563,0.000247525,0.928005632,3417.148758,2353.720714,23.57688283,0.044019327,1
10460.5,0.240167045,0.007194255,0.014317808,0.000338976,0.90026679,3338.947678,2290.247533,24.19333208,0.030282712,1
10524.66667,0.251998488,0.003161754,0.01461243,0.000348939,0.902102531,3350.084155,2225.225486,24.35828514,0.024092495,1
10466.18333,0.250767952,0.002837491,0.010443804,0.000209236,0.91247048,3559.09804,2412.36975,23.53024443,0.047646474,1
10568.6,0.261470899,0.003628874,0.019924218,0.000693606,0.923642718,3532.511139,2264.619873,24.42072664,0.03716038,1
10466.5,0.257201814,0.005944067,0.012651065,0.000264061,0.90978771,3523.736438,2291.491827,24.50158711,0.032674592,1
10490.78333,0.241763416,0.002780045,0.022886049,0.000774334,0.936487696,3169.857296,2145.904109,24.71786476,0.02503169,1
10586.76667,0.245535903,0.007966742,0.04116084,0.002570635,0.938264824,3193.179572,2103.410533,25.02862924,0.015232606,1
10503.7,0.241840514,0.004608466,0.029993253,0.001223184,0.942214708,3130.87028,2048.095841,25.52648495,0.011324555,1
10246.31667,0.103921391,0.001418745,0.007459288,9.93E-05,0.984522518,1734.443161,1702.239731,23.01312208,0.039449785,1
9694.200001,0.11747619,0.002908541,0.011477324,0.000170113,0.988412049,1633.469765,1351.107692,23.93152353,0.001306039,1
10247.13333,0.103173091,0.001933485,0.007195293,9.44E-05,0.984626185,1743.604436,1753.622063,22.98064129,0.004015372,1
10246.53333,0.118702192,0.001014361,0.011891908,0.000179958,0.988240013,1647.462017,1353.50024,24.00663576,0.001373029,1
9384.733337,0.099587302,0.001177627,0.007503949,9.90E-05,0.99005214,1595.883003,1657.29669,22.52328326,0.003324304,1
8000.533336,0.088296296,0.000889645,0.00461439,5.50E-05,0.990147015,1684.080422,1886.619039,22.41388901,0.004241345,1
8779.883337,0.095591837,0.002123961,0.007352396,0.000118202,0.98232463,1901.201488,1978.503822,21.95470101,0.007549499,1
10248.78415,0.108437929,0.002482241,0.007166438,8.63E-05,0.987262427,1701.069337,1589.127868,22.76272011,0.014667904,1
7168.016667,0.08679743,0.002170068,0.003310959,2.55E-05,0.993942107,1588.896362,1756.536305,22.2565439,0.039025534,1
7168.016667,0.098043084,0.004459562,0.004714085,3.67E-05,0.996989088,1602.63931,1621.874805,23.35705251,0.004633321,1
8000.55,0.092271353,0.00349811,0.003978075,2.41E-05,0.995579786,1489.371999,1577.749885,23.56931074,0.001920891,1
7167.999998,0.093470899,0.004866969,0.005242521,4.03E-05,0.996743428,1461.649368,1505.557981,23.77601697,0.00144419,1
7880.533336,0.095359788,0.002229025,0.00605295,5.66E-05,0.994736219,1493.709982,1473.290196,23.91480161,0.001730899,1
6955.716669,0.089820862,0.002240363,0.004364521,2.91E-05,0.995107786,1492.792568,1586.054997,23.90735396,0.001692049,1
7488.350003,0.099365835,0.000919879,0.005064803,4.59E-05,0.992297389,1646.397292,1641.320717,23.46314882,0.002843606,1
10249.8,0.115356009,0.002093726,0.010884618,0.000150253,0.987906405,1606.908079,1350.280896,23.48483532,0.037629247,1
10259.8,0.114273621,0.000562358,0.012006058,0.000171106,0.98754708,1650.062327,1410.28335,23.89700365,0.001383722,1
9693.100001,0.114560847,0.003260015,0.012580526,0.000185955,0.990453159,1655.250537,1384.157025,24.04309679,0.00116687,1
9624.633331,0.10954195,0.00418065,0.011598827,0.000164205,0.988739383,1620.551115,1399.552937,24.42378655,0.001012378,1
9691.350004,0.116570673,0.00024641,0.011967247,0.00017253,0.978620355,1678.210989,1431.947569,23.98849641,0.001853686,1
10247.65,0.109365079,0.003424792,0.011561081,0.000168654,0.988204296,1586.904722,1380.327852,23.84372219,0.001073578,1
10458.96667,0.141830688,0.003585034,0.014518177,0.000456458,0.9840772,2652.632451,2323.074439,22.87385393,0.033939112,1
10459.11667,0.112048375,0.005703704,0.025698666,0.000791463,0.987181891,1688.606803,1518.855797,24.72748438,0.002515926,1
10256.76667,0.095900227,0.003605442,0.015672388,0.000486788,0.983699982,1902.041913,2056.789683,23.59886882,0.005356762,1
10460.1,0.10947619,0.001187453,0.02461057,0.000753876,0.987342719,1660.002636,1517.914692,24.70184711,0.002345351,1
10260.91667,0.100082389,0.002187453,0.015963264,0.000537091,0.97480317,1902.736849,2088.300818,22.8255555,0.006767863,1
9907.150004,0.110204082,0.000954649,0.011165896,0.000298619,0.984493514,2211.757235,2224.703351,23.17552569,0.018354226,1
9987.383337,0.093910053,0.00187226,0.01119973,0.000304631,0.993266543,2116.029911,2164.785214,23.1447169,0.011868138,1
10459.77387,0.120731658,0.004146026,0.018993752,0.000530952,0.993415218,1804.795624,1623.482426,23.81713826,0.020017268,1
